q1_deg,q2_deg,q3_deg,q4_deg
-9.0443,-14.6613,16.7530,-92.6272
-9.0443,-14.6611,16.7526,-92.6028
-8.9362,-14.7701,16.7495,-92.5857
-8.9362,-14.7698,16.7491,-92.5622
-8.8259,-14.8771,16.7464,-92.5456
-8.8259,-14.8768,16.7461,-92.5211
-8.7177,-14.8979,16.7719,-92.5259
-8.7177,-14.8977,16.7717,-92.4887
-8.6073,-15.0059,16.7674,-92.4743
-8.6072,-15.0057,16.7671,-92.4496
-8.4989,-15.1112,16.7622,-92.4338
-8.4989,-15.1110,16.7619,-92.4099
-8.3884,-15.2181,16.7562,-92.3938
-8.3883,-15.2179,16.7559,-92.3694
-8.2799,-15.2379,16.7804,-92.3739
-8.2799,-15.2378,16.7803,-92.3374
-8.1692,-15.3425,16.7742,-92.3241
-8.1692,-15.3423,16.7739,-92.2990
-8.0606,-15.4477,16.7661,-92.2837
-8.0606,-15.4475,16.7658,-92.2598
-7.9498,-15.4672,16.7898,-92.2642
-7.9498,-15.4671,16.7897,-92.2273
-7.8411,-15.5701,16.7815,-92.2146
-7.8411,-15.5699,16.7812,-92.1901
-7.7302,-15.6744,16.7723,-92.1755
-7.7302,-15.6742,16.7719,-92.1507
-7.6214,-15.6928,16.7945,-92.1550
-7.6213,-15.6927,16.7943,-92.1192
-7.5103,-15.7948,16.7850,-92.1070
-7.5103,-15.7945,16.7847,-92.0816
-7.4014,-15.8975,16.7737,-92.0678
-7.4014,-15.8972,16.7733,-92.0435
-7.2902,-15.9154,16.7954,-92.0476
-7.2902,-15.9153,16.7952,-92.0115
-7.1812,-16.0158,16.7838,-92.0000
-7.1812,-16.0155,16.7835,-91.9752
-7.0699,-16.0332,16.8049,-91.9793
-7.0699,-16.0331,16.8047,-91.9433
-6.9608,-16.1344,16.7917,-91.9319
-6.9608,-16.1342,16.7914,-91.9071
-6.8494,-16.2337,16.7788,-91.8947
-6.8494,-16.2334,16.7785,-91.8692
-6.7402,-16.2500,16.7984,-91.8732
-6.7402,-16.2499,16.7983,-91.8383
-6.6287,-16.3503,16.7840,-91.8275
-6.6287,-16.3500,16.7837,-91.8018
-6.5194,-16.3661,16.8030,-91.8058
-6.5194,-16.3659,16.8028,-91.7711
-6.4078,-16.4639,16.7883,-91.7610
-6.4078,-16.4636,16.7879,-91.7350
-6.2984,-16.4792,16.8066,-91.7389
-6.2984,-16.4790,16.8065,-91.7044
-6.1867,-16.5778,16.7902,-91.6944
-6.1867,-16.5776,16.7899,-91.6684
-6.0772,-16.5926,16.8079,-91.6723
-6.0772,-16.5925,16.8078,-91.6379
-5.9654,-16.6888,16.7912,-91.6287
-5.9654,-16.6886,16.7909,-91.6024
-5.8536,-16.7034,16.8086,-91.6063
-5.8536,-16.7032,16.8084,-91.5714
-5.7440,-16.7175,16.8255,-91.5764
-5.7439,-16.7174,16.8253,-91.5420
-5.6321,-16.8143,16.8068,-91.5332
-5.6320,-16.8140,16.8064,-91.5067
-5.5223,-16.8277,16.8228,-91.5105
-5.5223,-16.8276,16.8227,-91.4765
-5.4103,-16.8413,16.8391,-91.4813
-5.4103,-16.8412,16.8389,-91.4465
-5.3005,-16.9352,16.8194,-91.4387
-5.3005,-16.9349,16.8191,-91.4124
-5.1885,-16.9481,16.8348,-91.4161
-5.1884,-16.9479,16.8347,-91.3816
-5.0786,-17.0427,16.8135,-91.3740
-5.0785,-17.0424,16.8131,-91.3477
-4.9664,-17.0551,16.8282,-91.3514
-4.9664,-17.0550,16.8280,-91.3170
-4.8564,-17.0671,16.8425,-91.3217
-4.8564,-17.0670,16.8423,-91.2879
-4.7442,-17.1593,16.8209,-91.2812
-4.7442,-17.1590,16.8205,-91.2538
-4.6342,-17.1706,16.8343,-91.2575
-4.6342,-17.1705,16.8342,-91.2240
-4.5219,-17.1821,16.8479,-91.2285
-4.5219,-17.1819,16.8477,-91.1942
-4.4118,-17.2746,16.8240,-91.1880
-4.4118,-17.2743,16.8236,-91.1611
-4.2994,-17.2853,16.8367,-91.1647
-4.2994,-17.2852,16.8365,-91.1307
-4.1892,-17.2957,16.8490,-91.1351
-4.1892,-17.2956,16.8489,-91.1017
-4.0768,-17.3857,16.8248,-91.0963
-4.0768,-17.3854,16.8244,-91.0683
-3.9666,-17.3954,16.8363,-91.0720
-3.9666,-17.3953,16.8361,-91.0388
-3.8541,-17.4052,16.8479,-91.0431
-3.8541,-17.4051,16.8477,-91.0092
-3.7438,-17.4146,16.8589,-91.0136
-3.7438,-17.4144,16.8588,-90.9803
-3.6312,-17.5048,16.8322,-90.9757
-3.6312,-17.5045,16.8319,-90.9474
-3.5209,-17.5134,16.8425,-90.9510
-3.5209,-17.5133,16.8423,-90.9180
-3.4083,-17.5221,16.8527,-90.9222
-3.4083,-17.5220,16.8526,-90.8885
-3.2979,-17.6095,16.8253,-90.8848
-3.2979,-17.6092,16.8250,-90.8567
-3.1852,-17.6175,16.8347,-90.8602
-3.1852,-17.6174,16.8346,-90.8268
-3.0748,-17.6252,16.8438,-90.8309
-3.0748,-17.6250,16.8437,-90.7981
-2.9621,-17.6328,16.8528,-90.8022
-2.9621,-17.6326,16.8526,-90.7686
-2.8516,-17.6399,16.8612,-90.7728
-2.8516,-17.6398,16.8611,-90.7399
-2.7388,-17.7274,16.8312,-90.7372
-2.7388,-17.7271,16.8309,-90.7079
-2.6283,-17.7338,16.8389,-90.7115
-2.6283,-17.7337,16.8387,-90.6789
-2.5155,-17.7403,16.8465,-90.6829
-2.5155,-17.7402,16.8463,-90.6496
-2.4049,-17.7464,16.8536,-90.6536
-2.4049,-17.7462,16.8535,-90.6209
-2.2921,-17.7523,16.8606,-90.6249
-2.2921,-17.7521,16.8604,-90.5916
-2.1815,-17.7578,16.8671,-90.5956
-2.1815,-17.7576,16.8669,-90.5629
-2.0687,-17.8417,16.8355,-90.5618
-2.0686,-17.8414,16.8352,-90.5317
-1.9580,-17.8465,16.8412,-90.5353
-1.9580,-17.8464,16.8410,-90.5029
-1.8451,-17.8513,16.8468,-90.5068
-1.8451,-17.8512,16.8467,-90.4736
-1.7344,-17.8557,16.8520,-90.4776
-1.7344,-17.8556,16.8519,-90.4451
-1.6215,-17.8599,16.8570,-90.4490
-1.6215,-17.8598,16.8568,-90.4158
-1.5108,-17.8638,16.8615,-90.4198
-1.5108,-17.8637,16.8614,-90.3873
-1.3979,-17.8675,16.8659,-90.3911
-1.3979,-17.8673,16.8657,-90.3580
-1.2872,-17.9507,16.8308,-90.3586
-1.2872,-17.9504,16.8305,-90.3283
-1.1742,-17.9536,16.8343,-90.3319
-1.1742,-17.9535,16.8341,-90.2989
-1.0635,-17.9564,16.8375,-90.3028
-1.0635,-17.9562,16.8374,-90.2704
-0.9505,-17.9589,16.8405,-90.2743
-0.9505,-17.9588,16.8404,-90.2413
-0.8397,-17.9611,16.8431,-90.2452
-0.8397,-17.9610,16.8430,-90.2128
-0.7267,-17.9631,16.8454,-90.2167
-0.7267,-17.9630,16.8453,-90.1837
-0.6160,-17.9648,16.8474,-90.1876
-0.6160,-17.9646,16.8472,-90.1552
-0.5030,-17.9662,16.8490,-90.1590
-0.5030,-17.9660,16.8489,-90.1261
-0.3922,-17.9673,16.8503,-90.1299
-0.3922,-17.9671,16.8502,-90.0976
-0.2792,-17.9681,16.8513,-90.1014
-0.2792,-17.9680,16.8512,-90.0684
-0.1684,-17.9687,16.8520,-90.0723
-0.1684,-17.9685,16.8518,-90.0400
-0.0554,-17.9690,16.8523,-90.0438
-0.0554,-17.9688,16.8522,-90.0108
0.0554,-17.9689,16.8523,-90.0147
0.0554,-17.9688,16.8522,-89.9823
0.1684,-17.9687,16.8520,-89.9861
0.1684,-17.9685,16.8518,-89.9532
0.2792,-17.9681,16.8513,-89.9570
0.2792,-17.9680,16.8512,-89.9247
0.3922,-17.9673,16.8503,-89.9285
0.3922,-17.9671,16.8502,-89.8955
0.5030,-17.9662,16.8490,-89.8994
0.5030,-17.9660,16.8489,-89.8671
0.6160,-17.9648,16.8474,-89.8709
0.6160,-17.9646,16.8472,-89.8379
0.7267,-17.9631,16.8454,-89.8418
0.7267,-17.9630,16.8453,-89.8094
0.8397,-17.9611,16.8431,-89.8133
0.8397,-17.9610,16.8430,-89.7803
0.9505,-17.9589,16.8405,-89.7842
0.9505,-17.9588,16.8404,-89.7518
1.0635,-17.9564,16.8375,-89.7556
1.0635,-17.9562,16.8374,-89.7227
1.1742,-17.9536,16.8343,-89.7266
1.1742,-17.9535,16.8341,-89.6942
